,loss,accuracy,val_loss,val_accuracy
0,0.5726265907287598,0.7722784876823425,5.5308332443237305,0.2226666659116745
1,0.44871440529823303,0.8246610760688782,2.9549169540405273,0.2877036929130554
2,0.4084555506706238,0.8417410254478455,0.5145263075828552,0.7938518524169922
3,0.38007262349128723,0.8543446063995361,0.4626521170139313,0.8168888688087463
4,0.36173129081726074,0.8612337112426758,1.6109520196914673,0.4054073989391327
5,0.3400057852268219,0.8695196509361267,0.3719409704208374,0.8577777743339539
6,0.31891101598739624,0.8806628584861755,0.7801511287689209,0.685703694820404
7,0.3004843592643738,0.8879964351654053,0.480509877204895,0.8173333406448364
8,0.28743597865104675,0.8924092650413513,0.5556825995445251,0.7652592658996582
9,0.27260473370552063,0.8974252939224243,0.7696410417556763,0.6721481680870056
10,0.2589353621006012,0.9038699865341187,0.4510396718978882,0.8319259285926819
11,0.24329572916030884,0.9086637496948242,0.35674265027046204,0.871925950050354
12,0.23095165193080902,0.9151084423065186,0.36471617221832275,0.8647407293319702
13,0.21249225735664368,0.9207911491394043,0.3914478123188019,0.8580740690231323
14,0.19467155635356903,0.9281564354896545,0.9687872529029846,0.6588888764381409
15,0.17595934867858887,0.9332677125930786,0.35061976313591003,0.8758518695831299
16,0.1580529659986496,0.94117271900177,1.8553041219711304,0.507185161113739
17,0.14249897003173828,0.9466966986656189,0.5654599666595459,0.8347407579421997
18,0.12058095633983612,0.9548239707946777,0.9529901146888733,0.7332592606544495
19,0.10703253746032715,0.9599987268447876,0.48198625445365906,0.8611851930618286
20,0.09445823729038239,0.9640306234359741,0.6814476251602173,0.8076296448707581
21,0.08367793262004852,0.9689831137657166,0.5052371025085449,0.8359259366989136
22,0.071851946413517,0.9727928042411804,0.4989551901817322,0.8745185136795044
23,0.06925435364246368,0.9750151038169861,0.5714915990829468,0.8671851754188538
24,0.068596251308918,0.9741261601448059,0.5936000943183899,0.8472592830657959
25,0.05753075331449509,0.978983461856842,0.4894511103630066,0.8678518533706665
26,0.05564407631754875,0.9804438352584839,0.5824019908905029,0.8625184893608093
27,0.05652755871415138,0.9793961644172668,0.561324954032898,0.8495555520057678
28,0.048829980194568634,0.9818089604377747,0.6782266497612,0.8697777986526489
29,0.046027109026908875,0.982951819896698,0.7644632458686829,0.8372592329978943
